id,text,clean_text,department,category,severity,language,confidence,source
47,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा अ क्षेत्रीय कार्यालय पाणी पुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा अ क्षेत्रीय कार्यालय पाणी पुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
48,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा अ क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा अ क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
49,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ब क्षेत्रीय कार्यालय स्थापत्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ब क्षेत्रीय कार्यालय स्थापत्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
51,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ब क्षेत्रीय कार्यालय पाणी पुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ब क्षेत्रीय कार्यालय पाणी पुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
52,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ब क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ब क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
53,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा क क्षेत्रीय कार्यालय पाणी पुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा क क्षेत्रीय कार्यालय पाणी पुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
54,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा क क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा क क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
55,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ड क्षेत्रीय कार्यालय स्थापत्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ड क्षेत्रीय कार्यालय स्थापत्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
56,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ड क्षेत्रीय कार्यालय आरोग्य Sr. No. Work Order Details Year Tender Number Order Agreement 1 स्वच्छ भारत अभियान अंतर्गत विविध प्रकारची बोलकी छायाचित्रे व घोषवाक्य पेंटींगबाबत (फ्लॅक्स/बॅनर) 2025-2026 1 View order - महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ड क्षेत्रीय कार्यालय आरोग्य Sr. No. Work Order Details Year Tender Number Order Agreement 1 स्वच्छ भारत अभियान अंतर्गत विविध प्रकारची बोलकी छायाचित्रे व घोषवाक्य पेंटींगबाबत (फ्लॅक्स/बॅनर) 2025-2026 1 View order - महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
57,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ड क्षेत्रीय कार्यालय पाणी पुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ड क्षेत्रीय कार्यालय पाणी पुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
58,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ड क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ड क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
59,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा शिक्षण विभाग Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा शिक्षण विभाग Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
60,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा आरोग्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा आरोग्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
61,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा भुमी आणि जिंदगी Sr. No. Work Order Details Year Tender Number Order Agreement 1 पिंपरी चिंचवड महानगरपालिकेच्या मुख्य कार्यालय इमारतीच्या आवारातील उपहारगृह (कॅन्टीन) ची जागा ५ वर्ष कालावधीकरीता भाडेतत्तावर देणेबाबत... 2025-2026 5/2024-2025 View order View Agreement महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा भुमी आणि जिंदगी Sr. No. Work Order Details Year Tender Number Order Agreement 1 पिंपरी चिंचवड महानगरपालिकेच्या मुख्य कार्यालय इमारतीच्या आवारातील उपहारगृह (कॅन्टीन) ची जागा ५ वर्ष कालावधीकरीता भाडेतत्तावर देणेबाबत... 2025-2026 5/2024-2025 View order View Agreement महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
62,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा करसंकलन Sr. No. Work Order Details Year Tender Number Order Agreement No record found महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा करसंकलन Sr. No. Work Order Details Year Tender Number Order Agreement No record found महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
63,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा माध्यमिक शिक्षण Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा माध्यमिक शिक्षण Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
64,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा सुरक्षा Sr. No. Work Order Details Year Tender Number Order Agreement 1 नि.नो.क्र.१/२०२४-२५ अन्वये मनपाचे हद्दीतील विविध (सिग्नल असलेले व सिग्नल नसलेले) व जास्त वर्दळीचे चौक येथील वाहतूक व्यवस्थेकामी ठेकेदारी पद्धतीने ट्रॅफिक पोलिसांचे मदतीकरीता २१५ “ट्रॅफिक वार्डन” नियुक्त बाबत. 2025-2026 - View order - महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा सुरक्षा Sr. No. Work Order Details Year Tender Number Order Agreement 1 नि.नो.क्र.१/२०२४-२५ अन्वये मनपाचे हद्दीतील विविध (सिग्नल असलेले व सिग्नल नसलेले) व जास्त वर्दळीचे चौक येथील वाहतूक व्यवस्थेकामी ठेकेदारी पद्धतीने ट्रॅफिक पोलिसांचे मदतीकरीता २१५ “ट्रॅफिक वार्डन” नियुक्त बाबत. 2025-2026 - View order - महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
65,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा झोपडपट्टी निर्मुलन व पुनर्वसन Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा झोपडपट्टी निर्मुलन व पुनर्वसन Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
